      1 ,   336 
      0 ,     0 
      0 ,     0 
      4 ,  6268 
      6 ,  9450 
      3 ,  4725 
      5 ,  7875 
      3 ,  4725 
      9 , 11954 
      9 , 11471 
      5 ,  6863 
      7 ,  9501 
      1 ,  1139 
     10 , 15750 
      0 ,     0 
      1 ,   140 
     39 , 58996 
      1 ,   283 
     10 , 15001 
     22 , 31998 
      1 ,  1139 
      9 , 14029 
     15 , 22895 
      0 ,     0 
     29 , 45171 
      0 ,     0 
      1 ,   526 
     17 , 24869 
      1 ,  1139 
      4 ,  6300 
      9 , 12396 
      1 ,   143 
     12 , 18605 
      2 ,   511 
      2 ,  1258 
     26 , 39490 
      0 ,     0 
     22 , 29582 
      1 ,  1139 
      2 ,   277 
     33 , 51270 
      0 ,     0 
      7 , 10341 
